seq_id,pred_model,bit_score,evalue,pred_class
tr|A0A1A0JA85|A0A1A0JA85_9NOCA,8ca.alpha.45,22.5,2.8e-08,alpha
tr|A0A1A0MCH3|A0A1A0MCH3_9MYCO,8ca.alpha.45,23.5,1.5e-08,alpha
tr|A0A1A2CWQ2|A0A1A2CWQ2_9MYCO,8ca.alpha.45,23.2,1.7e-08,alpha
tr|A0A1A3CFJ4|A0A1A3CFJ4_MYCAS,8ca.alpha.45,24.2,8.4e-09,alpha
tr|A0A1A3HKT8|A0A1A3HKT8_9MYCO,8ca.alpha.45,29.6,2e-10,alpha
tr|A0A1A3KPA7|A0A1A3KPA7_MYCAS,8ca.alpha.45,24.5,7.2e-09,alpha
tr|A0A1A3N8B5|A0A1A3N8B5_MYCAS,8ca.alpha.45,24.3,7.8e-09,alpha
tr|A0A1A3NBR8|A0A1A3NBR8_MYCAS,8ca.alpha.45,25.9,2.6e-09,alpha
tr|A0A1A3NGR0|A0A1A3NGR0_MYCAS,8ca.alpha.45,30.1,1.3e-10,alpha
tr|A0A1A6BCL4|A0A1A6BCL4_MYCGO,8ca.alpha.45,30.0,1.4e-10,alpha
tr|A0A1A6FYV2|A0A1A6FYV2_NEOLE,8ca.beta.45,55.3,3e-18,beta
tr|A0A1A7WAT4|A0A1A7WAT4_9TELE,8ca.beta.45,141.1,2e-44,beta
tr|A0A1A7YMD7|A0A1A7YMD7_9TELE,8ca.beta.45,141.5,1.5e-44,beta
tr|A0A1A8DSM8|A0A1A8DSM8_NOTKA,8ca.beta.45,142.2,8.8e-45,beta
tr|A0A1A8FEF6|A0A1A8FEF6_9TELE,8ca.beta.45,142.1,9.8e-45,beta
tr|A0A1A8KF43|A0A1A8KF43_NOTKU,8ca.beta.45,143.1,4.6e-45,beta
tr|A0A1A8QHL5|A0A1A8QHL5_9TELE,8ca.beta.45,144.0,2.5e-45,beta
tr|A0A1A8R3P9|A0A1A8R3P9_9TELE,8ca.beta.45,145.3,1.0000000000000001e-45,beta
tr|A0A1A8VDB8|A0A1A8VDB8_NOTFU,8ca.beta.45,133.9,2.9999999999999996e-42,beta
tr|A0A1A8VDZ3|A0A1A8VDZ3_NOTFU,8ca.beta.45,142.2,8.8e-45,beta
tr|A0A1B1LZI1|A0A1B1LZI1_DANRE,8ca.beta.45,105.5,1.5e-33,beta
tr|A0A1B1ZH54|A0A1B1ZH54_9PSEU,8ca.alpha.45,11.8,5.4e-05,alpha
tr|A0A1B2JIJ8|A0A1B2JIJ8_PICPA,8ca.alpha.45,27.0,1.2e-09,alpha
tr|A0A1B7YQX6|A0A1B7YQX6_COLHI,8ca.alpha.45,24.6,6.6e-09,alpha
tr|A0A1C3ZHQ4|A0A1C3ZHQ4_RHOSG,8ca.alpha.45,20.8,9.8e-08,alpha
tr|A0A1D5QB60|A0A1D5QB60_MACMU,8ca.beta.45,146.7,3.8999999999999995e-46,beta
tr|A0A1F5LFY8|A0A1F5LFY8_9EURO,8ca.alpha.45,24.4,7.4e-09,alpha
tr|A0A1F8ZM37|A0A1F8ZM37_9DELT,8ca.alpha.45,27.4,9.1e-10,alpha
tr|A0A1H0D1M2|A0A1H0D1M2_ALLAB,8ca.alpha.45,17.7,8.7e-07,alpha
tr|A0A1H3JPX2|A0A1H3JPX2_9ACTN,,,,NO_HIT
tr|A0A1H8WXC3|A0A1H8WXC3_9PSEU,8ca.alpha.45,24.8,5.6e-09,alpha
tr|A0A1I4CHA3|A0A1I4CHA3_9PSEU,8ca.alpha.45,13.7,1.5e-05,alpha
tr|A0A1I9LQB3|A0A1I9LQB3_ARATH,8ca.alpha.45,25.8,2.8e-09,alpha
tr|A0A1L3IZL1|A0A1L3IZL1_9POXV,8ca.beta.45,79.5,1.2e-25,beta
tr|A0A1L9NLG5|A0A1L9NLG5_ASPTC,8ca.alpha.45,22.7,2.4e-08,alpha
tr|A0A1L9S0B5|A0A1L9S0B5_ASPWE,8ca.alpha.45,33.8,9.6e-12,alpha
tr|A0A1L9UD93|A0A1L9UD93_ASPBC,8ca.alpha.45,29.7,1.8e-10,alpha
tr|A0A1M4EFV7|A0A1M4EFV7_9ACTN,8ca.alpha.45,15.8,3.3e-06,alpha
tr|A0A1M5AKF0|A0A1M5AKF0_STRHI,8ca.alpha.45,22.5,2.9e-08,alpha
tr|A0A1Q4X6A5|A0A1Q4X6A5_9ACTN,8ca.alpha.45,21.3,6.5e-08,alpha
tr|A0A1Q5UMN2|A0A1Q5UMN2_9EURO,8ca.alpha.45,20.2,1.5e-07,alpha
tr|A0A1Q8JGJ4|A0A1Q8JGJ4_9PSEU,8ca.alpha.45,11.3,7.8e-05,alpha
tr|A0A1Q8KMT8|A0A1Q8KMT8_9PSEU,8ca.alpha.45,11.4,7.5e-05,alpha
tr|A0A1Q8KYQ3|A0A1Q8KYQ3_9PSEU,8ca.alpha.45,16.3,2.3e-06,alpha
tr|A0A1Q8LPV7|A0A1Q8LPV7_9PSEU,8ca.alpha.45,16.3,2.3e-06,alpha
tr|A0A1Q9RU71|A0A1Q9RU71_9PSEU,,,,NO_HIT
tr|A0A1R3FY78|A0A1R3FY78_COCAP,8ca.alpha.45,26.7,1.5e-09,alpha
tr|A0A1R3HS03|A0A1R3HS03_COCAP,,,,NO_HIT
tr|A0A1R3USQ8|A0A1R3USQ8_9ACTN,8ca.alpha.45,20.9,8.8e-08,alpha
tr|A0A1S1QTV1|A0A1S1QTV1_9ACTN,8ca.alpha.45,12.7,3e-05,alpha
tr|A0A1S1QW63|A0A1S1QW63_9ACTN,,,,NO_HIT
tr|A0A1S1VA25|A0A1S1VA25_9FIRM,8ca.alpha.45,34.5,6e-12,alpha
tr|A0A1S3AIG2|A0A1S3AIG2_ERIEU,8ca.beta.45,165.2,8.7e-52,beta
tr|A0A1S3GG11|A0A1S3GG11_DIPOR,8ca.beta.45,135.2,1.2e-42,beta
tr|A0A1S3NSP3|A0A1S3NSP3_SALSA,8ca.beta.45,120.0,5.4e-38,beta
tr|A0A1S3RPE9|A0A1S3RPE9_SALSA,8ca.beta.45,144.8,1.5e-45,beta
tr|A0A1S3SZM5|A0A1S3SZM5_SALSA,8ca.beta.45,127.1,3.7e-40,beta
tr|A0A1S3W3M3|A0A1S3W3M3_ERIEU,8ca.beta.45,133.1,5.5e-42,beta
tr|A0A1S9RX29|A0A1S9RX29_PENBI,8ca.alpha.45,20.5,1.2e-07,alpha
tr|A0A1T3CH56|A0A1T3CH56_9HYPO,8ca.alpha.45,23.5,1.4e-08,alpha
tr|A0A1U7Q3W6|A0A1U7Q3W6_MESAU,8ca.beta.45,169.2,5.299999999999999e-53,beta
tr|A0A1U7QDT3|A0A1U7QDT3_MESAU,8ca.beta.45,123.5,4.6e-39,beta
tr|A0A1U7QS69|A0A1U7QS69_MESAU,8ca.beta.45,110.0,5.9e-35,beta
tr|A0A1U7R3S6|A0A1U7R3S6_MESAU,8ca.beta.45,127.4,2.9e-40,beta
tr|A0A1U7RKV7|A0A1U7RKV7_ALLSI,8ca.beta.45,138.1,1.6999999999999998e-43,beta
tr|A0A1U7SZR9|A0A1U7SZR9_CARSF,8ca.beta.45,110.6,3.7999999999999996e-35,beta
tr|A0A1U7T2C9|A0A1U7T2C9_CARSF,8ca.beta.45,114.4,2.8e-36,beta
tr|A0A1U7U3U8|A0A1U7U3U8_CARSF,8ca.beta.45,163.3,3.4e-51,beta
tr|A0A1U7U5Z9|A0A1U7U5Z9_CARSF,8ca.beta.45,126.8,4.4e-40,beta
tr|A0A1U8JAW6|A0A1U8JAW6_GOSHI,8ca.beta.45,211.2,7.9e-66,beta
tr|A0A1U8JEN6|A0A1U8JEN6_GOSHI,8ca.beta.45,193.8,1.6e-60,beta
tr|A0A1V2IVE8|A0A1V2IVE8_9ACTN,,,,NO_HIT
tr|A0A1V2LUA9|A0A1V2LUA9_PICKU,8ca.alpha.45,27.8,6.7e-10,alpha
tr|A0A1V2TDY1|A0A1V2TDY1_9NOCA,8ca.alpha.45,16.3,2.3e-06,alpha
tr|A0A1V3C1I2|A0A1V3C1I2_9ACTN,8ca.alpha.45,24.1,9.2e-09,alpha
tr|A0A1V4K1Y3|A0A1V4K1Y3_PATFA,8ca.beta.45,131.2,2.0999999999999999e-41,beta
tr|A0A1V6QEZ3|A0A1V6QEZ3_9EURO,8ca.alpha.45,25.7,3e-09,alpha
tr|A0A1V6S7Z6|A0A1V6S7Z6_9EURO,8ca.alpha.45,24.4,7.2e-09,alpha
tr|A0A1V8SHE7|A0A1V8SHE7_9PEZI,8ca.alpha.45,29.1,2.7e-10,alpha
tr|A0A1V8SXQ0|A0A1V8SXQ0_9PEZI,8ca.alpha.45,28.9,3.1e-10,alpha
tr|A0A1V8U270|A0A1V8U270_9PEZI,8ca.alpha.45,28.2,5e-10,alpha
tr|A0A1V9Y6P8|A0A1V9Y6P8_9STRA,8ca.alpha.45,17.8,7.8e-07,alpha
tr|A0A1V9ZC55|A0A1V9ZC55_9STRA,8ca.alpha.45,15.7,3.4e-06,alpha
tr|A0A1V9ZTQ6|A0A1V9ZTQ6_ACHHY,8ca.alpha.45,19.1,3.3e-07,alpha
tr|A0A1W0X228|A0A1W0X228_HYPEX,8ca.beta.45,135.4,1.1e-42,beta
tr|A0A1W2TFY5|A0A1W2TFY5_ROSNE,8ca.alpha.45,24.4,7.5e-09,alpha
tr|A0A1X1MIQ6|A0A1X1MIQ6_9ACTN,,,,NO_HIT
tr|A0A1Y2N088|A0A1Y2N088_PSEAH,8ca.alpha.45,16.3,2.3e-06,alpha
tr|A0A1Y6BYZ4|A0A1Y6BYZ4_9BACT,,,,NO_HIT
tr|A0A218UUW2|A0A218UUW2_9PASE,8ca.beta.45,127.1,3.7e-40,beta
tr|A0A218WG89|A0A218WG89_PUNGR,,,,NO_HIT
tr|A0A220T6E7|A0A220T6E7_9POXV,8ca.beta.45,85.3,2.1e-27,beta
tr|A0A221W725|A0A221W725_9PSEU,8ca.alpha.45,14.4,8.9e-06,alpha
tr|A0A223S8Q8|A0A223S8Q8_9ACTN,8ca.alpha.45,17.1,1.3e-06,alpha
tr|A0A231H3M9|A0A231H3M9_9NOCA,8ca.alpha.45,23.5,1.5e-08,alpha
tr|A0A238ZMB4|A0A238ZMB4_9BACT,8ca.alpha.45,31.6,4.6e-11,alpha
tr|A0A250YDW1|A0A250YDW1_CASCN,8ca.beta.45,158.4,1.0000000000000001e-49,beta
tr|A0A251NCR7|A0A251NCR7_PRUPE,8ca.beta.45,184.4,1.2e-57,beta
tr|A0A263CWK5|A0A263CWK5_9PSEU,8ca.alpha.45,23.9,1.1e-08,alpha
tr|A0A286XCJ8|A0A286XCJ8_CAVPO,8ca.beta.45,104.2,3.6e-33,beta
tr|A0A286XED8|A0A286XED8_CAVPO,,,,NO_HIT
tr|A0A287B6M0|A0A287B6M0_PIG,8ca.beta.45,148.4,1.1e-46,beta
tr|A0A287BQK7|A0A287BQK7_PIG,8ca.beta.45,107.8,2.8e-34,beta
tr|A0A2A9PLP7|A0A2A9PLP7_OPHUN,8ca.alpha.45,28.6,3.7e-10,alpha
tr|A0A2B7Y9Z4|A0A2B7Y9Z4_9EURO,8ca.alpha.45,26.6,1.6e-09,alpha
tr|A0A2C5YMQ5|A0A2C5YMQ5_9HYPO,8ca.alpha.45,27.9,6.3e-10,alpha
tr|A0A2C9K8T0|A0A2C9K8T0_BIOGL,8ca.beta.45,372.2,6e-115,beta
tr|A0A2D0Q8V6|A0A2D0Q8V6_ICTPU,8ca.beta.45,133.1,5.5e-42,beta
tr|A0A2D0Q9J2|A0A2D0Q9J2_ICTPU,8ca.beta.45,111.5,2.1e-35,beta
tr|A0A2D0SJX8|A0A2D0SJX8_ICTPU,8ca.beta.45,124.2,2.7999999999999998e-39,beta
tr|A0A2D0SX59|A0A2D0SX59_ICTPU,8ca.beta.45,132.9,6.2e-42,beta
tr|A0A2H1A7R2|A0A2H1A7R2_CANAR,8ca.alpha.45,16.8,1.7e-06,alpha
tr|A0A2H2YYH6|A0A2H2YYH6_TRIPA,8ca.alpha.45,23.3,1.6e-08,alpha
tr|A0A2I0LYN1|A0A2I0LYN1_COLLI,8ca.beta.45,126.2,6.7e-40,beta
tr|A0A2I0W082|A0A2I0W082_9ASPA,8ca.alpha.45,19.9,1.8e-07,alpha
tr|A0A2I2KXK6|A0A2I2KXK6_9ACTN,,,,NO_HIT
tr|A0A2I2UBT1|A0A2I2UBT1_FELCA,8ca.beta.45,58.8,2.4e-19,beta
tr|A0A2I2YMA5|A0A2I2YMA5_GORGO,8ca.beta.45,123.0,6.3e-39,beta
tr|A0A2I2YR68|A0A2I2YR68_GORGO,8ca.beta.45,63.8,7.5e-21,beta
tr|A0A2I2Z572|A0A2I2Z572_GORGO,8ca.beta.45,63.8,7.3e-21,beta
tr|A0A2I3G431|A0A2I3G431_NOMLE,8ca.beta.45,95.7,1.4000000000000001e-30,beta
tr|A0A2I3GE59|A0A2I3GE59_NOMLE,8ca.beta.45,124.1,3e-39,beta
tr|A0A2I3GFQ3|A0A2I3GFQ3_NOMLE,8ca.beta.45,64.4,4.9e-21,beta
tr|A0A2I3H8D4|A0A2I3H8D4_NOMLE,8ca.beta.45,48.7,3e-16,beta
tr|A0A2I3LHY3|A0A2I3LHY3_PAPAN,8ca.beta.45,170.1,2.8e-53,beta
tr|A0A2I3LNL0|A0A2I3LNL0_PAPAN,8ca.beta.45,64.4,4.9e-21,beta
tr|A0A2I3M4P9|A0A2I3M4P9_PAPAN,8ca.beta.45,106.5,7.1e-34,beta
tr|A0A2I3RZR1|A0A2I3RZR1_PANTR,8ca.beta.45,166.7,3.1e-52,beta
tr|A0A2I3S2V9|A0A2I3S2V9_PANTR,8ca.beta.45,155.8,6.399999999999999e-49,beta
tr|A0A2I3SU51|A0A2I3SU51_PANTR,8ca.beta.45,162.5,5.6e-51,beta
tr|A0A2I3T353|A0A2I3T353_PANTR,8ca.beta.45,127.5,2.7e-40,beta
tr|A0A2I3TF03|A0A2I3TF03_PANTR,8ca.beta.45,63.5,9.3e-21,beta
tr|A0A2I4AL47|A0A2I4AL47_AUSLI,8ca.beta.45,151.6,1.2e-47,beta
tr|A0A2I4BFF2|A0A2I4BFF2_AUSLI,8ca.beta.45,152.3,7.5e-48,beta
tr|A0A2J6TC38|A0A2J6TC38_9HELO,8ca.alpha.45,27.5,8.6e-10,alpha
tr|A0A2J8LP63|A0A2J8LP63_PANTR,8ca.beta.45,71.8,2.6e-23,beta
tr|A0A2J8LP78|A0A2J8LP78_PANTR,8ca.beta.45,55.1,3.3e-18,beta
tr|A0A2K0UPA4|A0A2K0UPA4_TRIHA,8ca.alpha.45,23.4,1.5e-08,alpha
tr|A0A2K5DVC8|A0A2K5DVC8_AOTNA,8ca.beta.45,174.5,1.3e-54,beta
tr|A0A2K5DVF9|A0A2K5DVF9_AOTNA,8ca.beta.45,61.8,3e-20,beta
tr|A0A2K5DZE5|A0A2K5DZE5_AOTNA,8ca.beta.45,134.2,2.5e-42,beta
tr|A0A2K5DZL1|A0A2K5DZL1_AOTNA,8ca.beta.45,134.2,2.5e-42,beta
tr|A0A2K5E4S8|A0A2K5E4S8_AOTNA,8ca.beta.45,116.0,8.8e-37,beta
tr|A0A2K5EC70|A0A2K5EC70_AOTNA,8ca.beta.45,107.5,3.5000000000000003e-34,beta
tr|A0A2K5JT15|A0A2K5JT15_COLAP,8ca.beta.45,164.0,2e-51,beta
tr|A0A2K5JT21|A0A2K5JT21_COLAP,8ca.beta.45,151.1,1.8e-47,beta
tr|A0A2K5JYD2|A0A2K5JYD2_COLAP,8ca.beta.45,65.5,2.2e-21,beta
tr|A0A2K5LHA9|A0A2K5LHA9_CERAT,8ca.beta.45,168.6,7.9e-53,beta
tr|A0A2K5LSL2|A0A2K5LSL2_CERAT,8ca.beta.45,167.0,2.5e-52,beta
tr|A0A2K5M7G2|A0A2K5M7G2_CERAT,8ca.beta.45,119.6,6.9e-38,beta
tr|A0A2K5MEE7|A0A2K5MEE7_CERAT,8ca.beta.45,153.4,3.3e-48,beta
tr|A0A2K5MH52|A0A2K5MH52_CERAT,8ca.beta.45,122.8,7.4e-39,beta
tr|A0A2K5N8E5|A0A2K5N8E5_CERAT,8ca.beta.45,27.5,9e-10,beta
tr|A0A2K5NB79|A0A2K5NB79_CERAT,8ca.beta.45,93.4,6.999999999999999e-30,beta
tr|A0A2K5NTA5|A0A2K5NTA5_CERAT,8ca.beta.45,108.0,2.5e-34,beta
tr|A0A2K5P3Y4|A0A2K5P3Y4_CERAT,8ca.beta.45,172.1,6.7e-54,beta
tr|A0A2K5P3Y9|A0A2K5P3Y9_CERAT,8ca.beta.45,65.0,3.2e-21,beta
tr|A0A2K5PJI2|A0A2K5PJI2_CEBIM,8ca.beta.45,109.5,8.3e-35,beta
tr|A0A2K5PSD0|A0A2K5PSD0_CEBIM,8ca.beta.45,117.1,4.2e-37,beta
tr|A0A2K5QAX2|A0A2K5QAX2_CEBIM,8ca.beta.45,167.9,1.3e-52,beta
tr|A0A2K5QAX7|A0A2K5QAX7_CEBIM,8ca.beta.45,155.6,7.5e-49,beta
tr|A0A2K5R457|A0A2K5R457_CEBIM,8ca.beta.45,106.6,6.4e-34,beta
tr|A0A2K5RGX8|A0A2K5RGX8_CEBIM,8ca.beta.45,172.2,6.5e-54,beta
tr|A0A2K5RGZ3|A0A2K5RGZ3_CEBIM,8ca.beta.45,62.4,2e-20,beta
tr|A0A2K5RUB8|A0A2K5RUB8_CEBIM,8ca.beta.45,118.9,1.2e-37,beta
tr|A0A2K5U255|A0A2K5U255_MACFA,8ca.beta.45,168.6,7.9e-53,beta
tr|A0A2K5UCS1|A0A2K5UCS1_MACFA,8ca.beta.45,65.9,1.8e-21,beta
tr|A0A2K5UCT8|A0A2K5UCT8_MACFA,8ca.beta.45,172.8,4.1e-54,beta
tr|A0A2K5V3R7|A0A2K5V3R7_MACFA,8ca.beta.45,107.6,3.3000000000000003e-34,beta
tr|A0A2K5VKI2|A0A2K5VKI2_MACFA,8ca.beta.45,106.4,7.6e-34,beta
tr|A0A2K5VQG9|A0A2K5VQG9_MACFA,8ca.beta.45,124.1,3.1e-39,beta
tr|A0A2K5XA03|A0A2K5XA03_MANLE,8ca.beta.45,166.7,3e-52,beta
tr|A0A2K5XF54|A0A2K5XF54_MANLE,8ca.beta.45,106.3,7.9e-34,beta
tr|A0A2K5Y5K3|A0A2K5Y5K3_MANLE,8ca.beta.45,171.2,1.3e-53,beta
tr|A0A2K5Y5L3|A0A2K5Y5L3_MANLE,8ca.beta.45,64.0,6.7e-21,beta
tr|A0A2K5Y9G9|A0A2K5Y9G9_MANLE,8ca.beta.45,27.5,9e-10,beta
tr|A0A2K5YKK5|A0A2K5YKK5_MANLE,8ca.beta.45,100.4,4.999999999999999e-32,beta
tr|A0A2K5YZQ2|A0A2K5YZQ2_MANLE,8ca.beta.45,120.2,4.6e-38,beta
tr|A0A2K5ZBI7|A0A2K5ZBI7_MANLE,8ca.beta.45,122.9,6.8e-39,beta
tr|A0A2K6ACW9|A0A2K6ACW9_MANLE,8ca.beta.45,160.8,1.9e-50,beta
tr|A0A2K6BFW1|A0A2K6BFW1_MACNE,8ca.beta.45,27.7,7.4e-10,beta
tr|A0A2K6BM74|A0A2K6BM74_MACNE,8ca.beta.45,154.6,1.5e-48,beta
tr|A0A2K6BW38|A0A2K6BW38_MACNE,8ca.beta.45,106.4,7.6e-34,beta
tr|A0A2K6CV11|A0A2K6CV11_MACNE,8ca.beta.45,167.7,1.5e-52,beta
tr|A0A2K6CV21|A0A2K6CV21_MACNE,8ca.beta.45,49.1,2.4e-16,beta
tr|A0A2K6CVL1|A0A2K6CVL1_MACNE,8ca.beta.45,121.1,2.5e-38,beta
tr|A0A2K6CW86|A0A2K6CW86_MACNE,8ca.beta.45,123.5,4.5e-39,beta
tr|A0A2K6D3T4|A0A2K6D3T4_MACNE,8ca.beta.45,107.6,3.3000000000000003e-34,beta
tr|A0A2K6D5G9|A0A2K6D5G9_MACNE,8ca.beta.45,65.5,2.2e-21,beta
tr|A0A2K6D5K6|A0A2K6D5K6_MACNE,8ca.beta.45,172.3,5.8e-54,beta
tr|A0A2K6EPT2|A0A2K6EPT2_PROCO,8ca.beta.45,110.2,5.2e-35,beta
tr|A0A2K6F968|A0A2K6F968_PROCO,8ca.beta.45,167.4,1.8e-52,beta
tr|A0A2K6FDD4|A0A2K6FDD4_PROCO,8ca.beta.45,122.8,7.3e-39,beta
tr|A0A2K6FDW8|A0A2K6FDW8_PROCO,8ca.beta.45,126.2,7.1e-40,beta
tr|A0A2K6GLH2|A0A2K6GLH2_PROCO,8ca.beta.45,107.7,3e-34,beta
tr|A0A2K6KWY3|A0A2K6KWY3_RHIBE,8ca.beta.45,106.4,7.6e-34,beta
tr|A0A2K6L9I3|A0A2K6L9I3_RHIBE,8ca.beta.45,106.2,8.900000000000001e-34,beta
tr|A0A2K6LMM2|A0A2K6LMM2_RHIBE,8ca.beta.45,122.0,1.3e-38,beta
tr|A0A2K6LTN4|A0A2K6LTN4_RHIBE,8ca.beta.45,124.8,1.8e-39,beta
tr|A0A2K6LYQ8|A0A2K6LYQ8_RHIBE,8ca.beta.45,166.1,4.8e-52,beta
tr|A0A2K6LYS6|A0A2K6LYS6_RHIBE,8ca.beta.45,47.8,5.6e-16,beta
tr|A0A2K6LYT4|A0A2K6LYT4_RHIBE,8ca.beta.45,164.2,1.7e-51,beta
tr|A0A2K6M030|A0A2K6M030_RHIBE,8ca.beta.45,153.5,3.2000000000000004e-48,beta
tr|A0A2K6M0Z9|A0A2K6M0Z9_RHIBE,8ca.beta.45,171.4,1.0999999999999999e-53,beta
tr|A0A2K6M101|A0A2K6M101_RHIBE,8ca.beta.45,65.4,2.5e-21,beta
tr|A0A2K6N4G2|A0A2K6N4G2_RHIBE,8ca.beta.45,168.6,7.9e-53,beta
tr|A0A2K6N823|A0A2K6N823_RHIRO,8ca.beta.45,153.5,3.2000000000000004e-48,beta
tr|A0A2K6NIZ5|A0A2K6NIZ5_RHIRO,8ca.beta.45,107.8,2.8e-34,beta
tr|A0A2K6P5L5|A0A2K6P5L5_RHIRO,8ca.beta.45,166.3,4e-52,beta
tr|A0A2K6P5N9|A0A2K6P5N9_RHIRO,8ca.beta.45,47.8,5.6e-16,beta
tr|A0A2K6QFJ4|A0A2K6QFJ4_RHIRO,8ca.beta.45,171.4,1.0999999999999999e-53,beta
tr|A0A2K6QFJ5|A0A2K6QFJ5_RHIRO,8ca.beta.45,65.4,2.5e-21,beta
tr|A0A2K6QWA0|A0A2K6QWA0_RHIRO,8ca.beta.45,168.6,7.9e-53,beta
tr|A0A2K6R724|A0A2K6R724_RHIRO,8ca.beta.45,106.4,7.6e-34,beta
tr|A0A2K6RBJ2|A0A2K6RBJ2_RHIRO,8ca.beta.45,122.0,1.3e-38,beta
tr|A0A2K6RHU5|A0A2K6RHU5_RHIRO,8ca.beta.45,123.9,3.5e-39,beta
tr|A0A2K6S4R2|A0A2K6S4R2_SAIBB,8ca.beta.45,155.4,8.199999999999999e-49,beta
tr|A0A2K6S4R4|A0A2K6S4R4_SAIBB,8ca.beta.45,160.9,1.8e-50,beta
tr|A0A2K6S8A6|A0A2K6S8A6_SAIBB,8ca.beta.45,178.9,5.7e-56,beta
tr|A0A2K6S8D5|A0A2K6S8D5_SAIBB,8ca.beta.45,63.0,1.4e-20,beta
tr|A0A2K6TFQ4|A0A2K6TFQ4_SAIBB,8ca.beta.45,118.5,1.6e-37,beta
tr|A0A2K6TJ41|A0A2K6TJ41_SAIBB,8ca.beta.45,91.6,2.4e-29,beta
tr|A0A2K6U359|A0A2K6U359_SAIBB,8ca.beta.45,115.9,9.500000000000001e-37,beta
tr|A0A2K6UDB7|A0A2K6UDB7_SAIBB,8ca.beta.45,106.8,5.6e-34,beta
tr|A0A2N5Z3T2|A0A2N5Z3T2_9BACT,,,,NO_HIT
tr|A0A2P5YNY7|A0A2P5YNY7_GOSBA,8ca.beta.45,199.4,3.1999999999999998e-62,beta
tr|A0A2P5YP58|A0A2P5YP58_GOSBA,8ca.beta.45,205.6,4.1e-64,beta
tr|A0A2P6TDP3|A0A2P6TDP3_CHLSO,,,,NO_HIT
tr|A0A2P6V054|A0A2P6V054_9CHLO,8ca.beta.45,147.6,2.1e-46,beta
tr|A0A2P6V767|A0A2P6V767_9CHLO,8ca.alpha.45,29.1,2.6e-10,alpha
tr|A0A2P6VPM6|A0A2P6VPM6_9CHLO,8ca.beta.45,82.6,1.3e-26,beta
tr|A0A2P8CC93|A0A2P8CC93_9ACTN,8ca.alpha.45,18.5,4.9e-07,alpha
tr|A0A2R8M4X8|A0A2R8M4X8_CALJA,8ca.beta.45,138.5,1.1999999999999999e-43,beta
tr|A0A2R8M5T3|A0A2R8M5T3_CALJA,8ca.beta.45,119.2,9.1e-38,beta
tr|A0A2R9ATH3|A0A2R9ATH3_PANPA,8ca.beta.45,151.7,1.0999999999999999e-47,beta
tr|A0A2R9ATI3|A0A2R9ATI3_PANPA,8ca.beta.45,155.8,6.3e-49,beta
tr|A0A2R9AXR0|A0A2R9AXR0_PANPA,8ca.beta.45,154.6,1.5e-48,beta
tr|A0A2R9BLW6|A0A2R9BLW6_PANPA,8ca.beta.45,108.7,1.5e-34,beta
tr|A0A2R9BYT1|A0A2R9BYT1_PANPA,8ca.beta.45,123.0,6.4e-39,beta
tr|A0A2R9C5D5|A0A2R9C5D5_PANPA,8ca.beta.45,167.1,2.3e-52,beta
tr|A0A2R9C5E9|A0A2R9C5E9_PANPA,8ca.beta.45,63.9,7.2e-21,beta
tr|A0A2R9C5F2|A0A2R9C5F2_PANPA,8ca.beta.45,63.8,7.5e-21,beta
tr|A0A2R9CIF6|A0A2R9CIF6_PANPA,8ca.beta.45,127.6,2.6e-40,beta
tr|A0A2S4LAB4|A0A2S4LAB4_9HYPO,8ca.alpha.45,27.0,1.2e-09,alpha
tr|A0A2S6ABL1|A0A2S6ABL1_9NOCA,8ca.alpha.45,22.5,2.8e-08,alpha
tr|A0A2S6AQV2|A0A2S6AQV2_9NOCA,8ca.alpha.45,21.8,4.6e-08,alpha
tr|A0A2S8BFR4|A0A2S8BFR4_9MYCO,8ca.alpha.45,25.1,4.7e-09,alpha
tr|A0A2T2Z6M4|A0A2T2Z6M4_9NOCA,8ca.alpha.45,22.4,3e-08,alpha
tr|A0A2T3Z1P7|A0A2T3Z1P7_TRIA4,8ca.alpha.45,26.3,2e-09,alpha
tr|A0A2T4A0W5|A0A2T4A0W5_TRIHA,8ca.alpha.45,22.3,3.3e-08,alpha
tr|A0A2T4BWQ8|A0A2T4BWQ8_TRILO,8ca.alpha.45,23.5,1.5e-08,alpha
tr|A0A2U3EMG7|A0A2U3EMG7_PURLI,8ca.alpha.45,26.0,2.5e-09,alpha
tr|A0A2U3V780|A0A2U3V780_TURTR,8ca.beta.45,167.1,2.3e-52,beta
tr|A0A2U3VA11|A0A2U3VA11_TURTR,8ca.beta.45,173.0,3.5e-54,beta
tr|A0A2U3VGD0|A0A2U3VGD0_ODORO,8ca.beta.45,159.5,4.7e-50,beta
tr|A0A2U3VRI8|A0A2U3VRI8_ODORO,8ca.beta.45,124.4,2.3999999999999998e-39,beta
tr|A0A2U3X6S6|A0A2U3X6S6_LEPWE,8ca.beta.45,159.3,5.3e-50,beta
tr|A0A2V1ACU8|A0A2V1ACU8_9ASCO,8ca.alpha.45,18.5,5e-07,alpha
tr|A0A2V1AUD0|A0A2V1AUD0_9ASCO,8ca.alpha.45,17.2,1.2e-06,alpha
tr|A0A2V6BXT4|A0A2V6BXT4_UNCVE,8ca.alpha.45,33.7,1e-11,alpha
tr|A0A2X2T0T9|A0A2X2T0T9_CAPOC,8ca.alpha.45,30.2,1.2e-10,alpha
